date,西湖,河口湖,山中湖,精進湖,本栖湖
2008-02-15,-0.12,-2.76,2.04,0.57,-0.91
2008-02-16,-0.14,-2.78,2.03,0.58,-0.92
2008-02-17,-0.15,-2.79,2.02,0.6,-0.93
2008-02-18,-0.16,-2.8,2.01,0.61,-0.95
2008-02-19,-0.17,-2.81,2.01,0.62,-0.96
2008-02-20,-0.19,-2.81,2,0.63,-0.98
2008-02-21,-0.21,-2.83,2,0.64,-1
2008-02-22,-0.22,-2.84,1.99,0.65,-1.01
2008-02-23,-0.23,-2.85,1.98,0.66,-1.02
2008-02-24,-0.24,-2.86,1.97,0.67,-1.02
2008-02-25,-0.26,-2.86,1.96,0.69,-1.05
2008-02-26,-0.28,-2.88,1.95,0.69,-1.06
2008-02-27,-0.27,-2.87,1.98,0.69,-1.05
2008-02-28,-0.28,-2.88,1.97,0.7,-1.06
2008-02-29,-0.29,-2.9,1.96,0.71,-1.07
2008-03-01,-0.31,-2.91,1.96,0.73,-1.09
2008-03-02,-0.33,-2.91,1.95,0.74,-1.1
2008-03-03,-0.34,-2.92,1.95,0.75,-1.11
2008-03-04,-0.34,-2.93,1.94,0.76,-1.13
2008-03-05,-0.35,-2.93,1.94,0.77,-1.13
2008-03-06,-0.36,-2.95,1.93,0.79,-1.16
2008-03-07,-0.38,-2.95,1.93,0.8,-1.17
2008-03-08,-0.39,-2.96,1.92,0.81,-1.18
2008-03-09,-0.4,-2.98,1.91,0.83,-1.19
2008-03-10,-0.42,-2.98,1.91,0.84,-1.2
2008-03-11,-0.42,-2.98,1.92,0.85,-1.21
2008-03-12,-0.44,-2.99,1.92,0.86,-1.22
2008-03-13,-0.45,-2.99,1.91,0.87,-1.23
2008-03-14,-0.46,-3,1.9,0.86,-1.25
2008-03-15,-0.45,-2.99,1.95,0.84,-1.21
2008-03-16,-0.45,-3,1.95,0.85,-1.22
2008-03-17,-0.45,-3.01,1.95,0.86,-1.23
2008-03-18,-0.46,-3.01,1.94,0.87,-1.22
2008-03-19,-0.47,-3.03,1.93,0.88,-1.23
2008-03-20,-0.44,-3,1.97,0.87,-1.24
2008-03-21,-0.42,-2.99,1.98,***,-1.22
2008-03-22,-0.42,-3,1.97,0.85,-1.22
2008-03-23,-0.44,-3.01,1.97,0.86,-1.24
2008-03-24,-0.44,-3.01,1.97,0.85,-1.24
2008-03-25,-0.44,-3.01,1.98,0.85,-1.24
2008-03-26,-0.45,-3.01,1.98,0.86,-1.24
2008-03-27,-0.45,-3.02,1.97,0.86,-1.25
2008-03-28,-0.45,-3.02,1.96,0.87,-1.26
2008-03-29,-0.46,-3.03,1.95,0.88,-1.27
2008-03-30,-0.46,-3.04,1.94,0.89,-1.27
2008-03-31,-0.46,-3.03,1.94,0.88,-1.27
2008-04-01,-0.47,-3.03,1.93,0.89,-1.28
2008-04-02,-0.47,-3.05,1.93,0.9,-1.29
2008-04-03,-0.48,-3.06,1.92,0.9,-1.31
2008-04-04,-0.5,-3.07,1.91,0.91,-1.32
2008-04-05,-0.5,-3.08,1.9,0.92,-1.32
2008-04-06,-0.51,-3.08,1.9,0.93,-1.34
2008-04-07,-0.52,-3.09,1.89,0.93,-1.35
2008-04-08,-0.46,-2.99,2,0.89,-1.25
2008-04-09,-0.4,-2.88,2.07,0.74,-1.25
2008-04-10,-0.38,-2.85,2.07,0.7,-1.23
2008-04-11,-0.33,-2.8,2.11,0.66,-1.21
2008-04-12,-0.3,-2.79,2.1,0.65,-1.2
2008-04-13,-0.28,-2.78,2.09,0.64,-1.2
2008-04-14,-0.26,-2.76,2.08,0.62,-1.19
2008-04-15,-0.23,-2.75,2.08,0.62,-1.19
2008-04-16,-0.22,-2.74,2.07,0.62,-1.19
2008-04-17,-0.22,-2.74,2.06,0.62,-1.19
2008-04-18,-0.18,-2.68,2.14,0.56,-1.13
2008-04-19,-0.15,-2.63,2.14,0.54,-1.13
2008-04-20,-0.13,-2.6,2.13,0.53,-1.12
2008-04-21,-0.11,-2.59,2.12,0.52,-1.12
2008-04-22,-0.1,-2.58,2.11,0.51,-1.12
2008-04-23,-0.09,-2.56,2.1,0.51,-1.11
2008-04-24,-0.09,-2.54,2.09,0.49,-1.1
2008-04-25,-0.06,-2.54,2.1,0.49,-1.08
2008-04-26,-0.06,-2.53,2.09,0.49,-1.08
2008-04-27,-0.06,-2.5,2.09,0.49,-1.08
2008-04-28,-0.06,-2.5,2.09,0.52,-1.08
2008-04-29,-0.06,-2.49,2.08,0.56,-1.08
2008-04-30,-0.06,-2.48,2.07,0.56,-1.08
2008-05-01,-0.08,-2.48,2.06,0.57,-1.08
2008-05-02,-0.09,-2.48,2.05,0.58,-1.08
2008-05-03,-0.08,-2.45,2.06,0.58,-1.08
2008-05-04,-0.09,-2.44,2.05,0.59,-1.08
2008-05-05,-0.09,-2.44,2.04,0.59,-1.05
2008-05-06,-0.09,-2.44,2.03,0.6,-1.06
2008-05-07,-0.1,-2.44,2.02,0.61,-1.07
2008-05-08,-0.11,-2.44,2.01,0.61,-1.07
2008-05-09,-0.12,-2.43,2.01,0.62,-1.07
2008-05-10,-0.12,-2.42,2,0.62,-1.06
2008-05-11,-0.11,-2.39,2.02,0.63,-1.03
2008-05-12,-0.12,-2.39,2.01,0.65,-1.04
2008-05-13,-0.14,-2.39,2,0.67,-1.05
2008-05-14,-0.15,-2.39,1.99,0.65,-1.04
2008-05-15,-0.14,-2.36,2.01,0.65,-1.04
2008-05-16,-0.15,-2.37,2,0.66,-1.04
2008-05-17,-0.15,-2.38,1.99,0.67,-1.06
2008-05-18,-0.16,-2.38,1.99,0.67,-1.06
2008-05-19,-0.17,-2.38,1.98,0.67,-1.06
2008-05-20,-0.14,-2.32,2.07,0.56,-0.95
2008-05-21,-0.09,-2.28,2.11,0.51,-0.94
2008-05-22,-0.09,-2.28,2.1,0.49,-0.93
2008-05-23,-0.09,-2.29,2.09,0.48,-0.93
2008-05-24,-0.07,-2.29,2.08,0.48,-0.92
2008-05-25,-0.03,-2.24,2.15,0.43,-0.86
2008-05-26,0,-2.24,2.14,0.42,-0.86
2008-05-27,0,-2.24,2.13,0.42,-0.85
2008-05-28,0.01,-2.24,2.12,0.41,-0.85
2008-05-29,0.02,-2.24,2.12,0.39,-0.82
2008-05-30,0.05,-2.23,2.13,0.39,-0.82
2008-05-31,0.06,-2.23,2.13,0.39,-0.81
2008-06-01,0.06,-2.23,2.12,0.39,-0.82
2008-06-02,0.07,-2.23,2.11,0.39,-0.81
2008-06-03,0.09,-2.21,2.13,0.38,-0.79
2008-06-04,0.09,-2.19,2.14,0.37,-0.78
2008-06-05,0.11,-2.19,2.13,0.37,-0.78
2008-06-06,0.12,-2.19,2.14,0.36,-0.77
2008-06-07,0.13,-2.2,2.13,0.36,-0.77
2008-06-08,0.13,-2.21,2.12,0.36,-0.77
2008-06-09,0.13,-2.21,2.11,0.35,-0.76
2008-06-10,0.14,-2.23,2.1,0.35,-0.77
2008-06-11,0.14,-2.24,2.09,0.35,-0.76
2008-06-12,0.15,-2.24,2.1,0.32,-0.74
2008-06-13,0.19,-2.19,2.11,0.3,-0.72
2008-06-14,0.19,-2.19,2.1,0.3,-0.72
2008-06-15,0.19,-2.19,2.1,0.3,-0.72
2008-06-16,0.2,-2.19,2.09,0.3,-0.73
2008-06-17,0.2,-2.19,2.08,0.3,-0.72
2008-06-18,0.2,-2.19,2.07,0.3,-0.72
2008-06-19,0.2,-2.19,2.06,0.3,-0.72
2008-06-20,0.19,-2.2,2.05,0.3,-0.72
2008-06-21,0.21,-2.19,2.08,0.29,-0.71
2008-06-22,0.2,-2.18,2.08,0.25,-0.69
2008-06-23,0.3,-2.09,2.17,0.15,-0.6
2008-06-24,0.35,-2.06,2.16,0.11,-0.58
2008-06-25,0.36,-2.06,2.15,0.08,-0.57
2008-06-26,0.38,-2.04,2.14,0.06,-0.55
2008-06-27,0.41,-2.04,2.14,0.05,-0.55
2008-06-28,0.42,-2.04,2.13,0.04,-0.54
2008-06-29,0.43,-2.04,2.12,0.02,-0.51
2008-06-30,0.45,-2,2.16,0.01,-0.49
2008-07-01,0.47,-1.99,2.15,0.01,-0.49
2008-07-02,0.48,-1.99,2.14,0.01,-0.49
2008-07-03,0.49,-1.99,2.13,0.01,-0.48
2008-07-04,0.51,-1.96,2.19,0.03,-0.44
2008-07-05,0.53,-1.96,2.18,0.14,-0.44
2008-07-06,0.53,-1.96,2.18,0.39,-0.43
2008-07-07,0.54,-1.93,2.18,0.39,-0.42
2008-07-08,0.54,-1.91,2.18,0.39,-0.41
2008-07-09,0.55,-1.9,2.17,0.39,-0.43
2008-07-10,0.55,-1.88,2.16,0.38,-0.42
2008-07-11,0.55,-1.88,2.15,0.38,-0.42
2008-07-12,0.55,-1.88,2.14,0.38,-0.42
2008-07-13,0.55,-1.88,2.13,0.38,-0.42
2008-07-14,0.55,-1.88,2.12,0.38,-0.42
2008-07-15,0.54,-1.88,2.11,0.39,-0.4
2008-07-16,0.54,-1.88,2.11,0.39,-0.41
2008-07-17,0.53,-1.89,2.1,0.39,-0.41
2008-07-18,0.53,-1.89,2.1,0.4,-0.42
2008-07-19,0.51,-1.9,2.09,0.4,-0.42
2008-07-20,0.51,-1.9,2.08,0.41,-0.42
2008-07-21,0.5,-1.9,2.08,0.41,-0.41
2008-07-22,0.49,-1.91,2.07,0.41,-0.41
2008-07-23,0.49,-1.91,2.06,0.42,-0.42
2008-07-24,0.48,-1.93,2.05,0.43,-0.41
2008-07-25,0.47,-1.94,2.05,0.43,-0.42
2008-07-26,0.45,-1.95,2.04,0.44,-0.42
2008-07-27,0.44,-1.96,2.04,0.45,-0.42
2008-07-28,0.44,-1.97,2.03,0.46,-0.43
2008-07-29,0.44,-1.98,2.02,0.47,-0.44
2008-07-30,0.44,-1.98,2.02,0.48,-0.45
2008-07-31,0.45,-1.98,2.02,0.48,-0.46
2008-08-01,0.43,-1.98,2.01,0.49,-0.43
2008-08-02,－,-2,2.01,0.5,-0.46
2008-08-03,－,-2.01,2,0.51,-0.46
2008-08-04,0.39,-2.03,1.99,0.51,-0.46
2008-08-05,0.47,-1.95,2.01,0.47,－
2008-08-06,0.56,-1.86,2.02,0.46,－
2008-08-07,0.56,-1.85,2.02,0.46,-0.42
2008-08-08,0.55,-1.83,2,0.46,-0.41
2008-08-09,0.55,-1.83,2,0.45,－
2008-08-10,0.55,-1.8,2,0.52,－
2008-08-11,0.55,-1.8,1.99,0.71,-0.42
2008-08-12,0.55,-1.8,1.98,0.71,－
2008-08-13,0.54,-1.81,1.98,0.71,－
2008-08-14,0.54,-1.83,1.96,0.57,－
2008-08-15,0.53,-1.84,1.95,0.48,－
2008-08-16,0.51,-1.84,1.95,0.49,－
2008-08-17,0.5,-1.85,1.94,0.49,－
2008-08-18,0.49,-1.85,1.93,0.48,-0.48
2008-08-19,0.48,-1.86,1.92,0.49,－
2008-08-20,0.47,-1.88,1.91,0.5,-0.49
2008-08-21,0.45,-1.9,1.91,0.51,-0.5
2008-08-22,0.43,-1.9,1.97,0.53,-0.5
2008-08-23,0.42,-1.93,1.96,0.54,-0.51
2008-08-24,0.42,-1.94,1.96,0.49,-0.48
2008-08-25,0.43,-1.9,2.03,0.45,-0.39
2008-08-26,0.43,-1.9,2.04,0.46,-0.39
2008-08-27,0.42,-1.9,2.03,0.47,-0.4
2008-08-28,0.41,-1.9,2.02,0.45,-0.4
2008-08-29,0.44,-1.86,2.12,0.42,-0.33
2008-08-30,0.47,-1.78,2.16,0.39,-0.31
2008-08-31,0.48,-1.74,2.15,0.37,-0.31
2008-09-01,0.51,-1.68,2.14,0.36,-0.31
2008-09-02,0.53,-1.64,2.14,0.35,-0.3
2008-09-03,0.54,-1.6,2.13,0.35,-0.31
2008-09-04,0.55,-1.59,2.12,0.35,-0.32
2008-09-05,0.55,-1.58,2.11,0.35,-0.31
2008-09-06,0.55,-1.58,2.1,0.35,-0.32
2008-09-07,0.55,-1.56,2.08,0.35,-0.33
2008-09-08,0.6,-1.54,2.11,0.34,-0.32
2008-09-09,0.57,-1.58,2.1,0.35,-0.32
2008-09-10,0.54,-1.63,2.09,0.36,-0.33
2008-09-11,0.51,-1.67,2.07,0.37,-0.34
2008-09-12,0.48,-1.71,2.06,0.38,-0.35
2008-09-13,0.49,-1.74,2.06,0.39,-0.35
2008-09-14,0.49,-1.74,2.05,0.41,-0.36
2008-09-15,0.49,-1.74,2.04,0.42,-0.36
2008-09-16,0.49,-1.74,2.04,0.42,-0.36
2008-09-17,0.49,-1.74,2.03,0.43,-0.38
2008-09-18,0.48,-1.74,2.02,0.44,-0.38
2008-09-19,0.48,-1.73,2.03,0.44,-0.38
2008-09-20,0.53,-1.65,2.1,0.4,-0.34
2008-09-21,0.53,-1.64,2.09,0.4,-0.35
2008-09-22,0.6,-1.55,2.13,0.35,-0.3
2008-09-23,0.65,-1.53,2.12,0.33,-0.3
2008-09-24,0.66,-1.5,2.11,0.32,-0.3
2008-09-25,0.67,-1.5,2.1,0.31,-0.31
2008-09-26,0.68,-1.49,2.1,0.3,-0.31
2008-09-27,0.69,-1.49,2.08,0.46,-0.31
2008-09-28,0.69,-1.49,2.07,0.72,-0.32
2008-09-29,0.68,-1.49,2.06,0.71,-0.32
2008-09-30,0.68,-1.49,2.08,0.69,-0.3
2008-10-01,0.66,-1.53,2.08,0.7,-0.3
2008-10-02,0.62,-1.59,2.07,0.47,-0.3
2008-10-03,0.6,-1.63,2.06,0.01,-0.31
2008-10-04,0.57,-1.69,2.05,0,-0.31
2008-10-05,0.55,-1.73,2.04,-0.02,-0.32
2008-10-06,0.55,-1.74,2.09,0.01,-0.28
2008-10-07,0.56,-1.74,2.09,0,-0.28
2008-10-08,0.57,-1.74,2.1,0,-0.27
2008-10-09,0.57,-1.73,2.09,-0.01,-0.28
2008-10-10,0.57,-1.73,2.08,-0.01,-0.28
2008-10-11,0.57,-1.73,2.07,-0.02,-0.29
2008-10-12,0.59,-1.73,2.06,-0.03,-0.29
2008-10-13,0.57,-1.71,2.05,-0.04,-0.3
2008-10-14,0.57,-1.71,2.05,-0.04,-0.31
2008-10-15,0.57,-1.7,2.05,-0.15,-0.3
2008-10-16,0.57,-1.7,2.05,-0.15,-0.31
2008-10-17,0.57,-1.7,2.03,-0.02,-0.31
2008-10-18,0.56,-1.7,2.02,-0.02,-0.31
2008-10-19,0.55,-1.7,2.02,-0.03,-0.33
2008-10-20,0.55,-1.71,2.01,-0.04,-0.34
2008-10-21,0.54,-1.71,2,-0.05,-0.35
2008-10-22,0.54,-1.71,2,-0.06,-0.35
2008-10-23,0.53,-1.72,1.99,-0.06,-0.36
2008-10-24,0.53,-1.71,1.99,-0.05,-0.34
2008-10-25,0.53,-1.71,2.04,-0.05,-0.31
2008-10-26,0.52,-1.71,2.02,-0.06,-0.32
2008-10-27,0.51,-1.73,2.02,-0.07,-0.32
2008-10-28,0.5,-1.74,2.01,-0.08,-0.33
2008-10-29,0.5,-1.74,2,-0.09,-0.34
2008-10-30,0.48,-1.74,1.99,-0.1,-0.35
2008-10-31,0.47,-1.75,1.98,-0.11,-0.36
2008-11-01,0.47,-1.75,1.97,-0.12,-0.37
2008-11-02,0.45,-1.76,1.96,-0.13,-0.38
2008-11-03,0.45,-1.78,1.95,-0.13,-0.39
2008-11-04,0.43,-1.79,1.95,-0.14,-0.4
2008-11-05,0.43,-1.79,1.94,-0.16,-0.41
2008-11-06,0.41,-1.8,1.93,-0.17,-0.42
2008-11-07,0.4,-1.8,1.93,-0.18,-0.43
2008-11-08,0.39,-1.81,1.92,-0.19,-0.44
2008-11-09,0.38,-1.83,1.92,-0.2,-0.44
2008-11-10,0.37,-1.83,1.91,-0.21,-0.46
2008-11-11,0.37,-1.84,1.91,-0.22,-0.47
2008-11-12,0.35,-1.84,1.9,-0.23,-0.48
2008-11-13,0.34,-1.85,1.89,-0.24,-0.49
2008-11-14,0.33,-1.86,1.88,-0.25,-0.5
2008-11-15,0.32,-1.88,1.88,-0.26,-0.51
2008-11-16,0.3,-1.88,1.88,-0.27,-0.52
2008-11-17,0.3,-1.89,1.87,-0.28,-0.53
2008-11-18,0.29,-1.9,1.86,-0.3,-0.54
2008-11-19,0.26,-1.91,1.86,-0.31,-0.55
2008-11-20,0.25,-1.93,1.85,-0.32,-0.58
2008-11-21,0.24,-1.94,1.84,-0.34,-0.6
2008-11-22,0.23,-1.95,1.83,-0.35,-0.62
2008-11-23,0.21,-1.96,1.82,-0.36,-0.64
2008-11-24,0.2,-1.98,1.81,-0.37,-0.66
2008-11-25,0.2,-1.96,1.85,-0.36,-0.67
2008-11-26,0.19,-1.98,1.84,-0.38,-0.68
2008-11-27,0.18,-1.99,1.84,-0.39,-0.67
2008-11-28,0.18,-1.98,1.88,-0.36,-0.7
2008-11-29,0.18,-1.98,1.89,-0.37,-0.69
2008-11-30,0.16,-1.99,1.88,-0.39,-0.69
2008-12-01,0.14,-2,1.87,-0.4,-0.68
2008-12-02,0.13,-2.01,1.86,-0.42,-0.67
2008-12-03,0.12,-2.02,1.86,-0.43,-0.68
2008-12-04,0.12,-2.03,1.85,-0.44,-0.69
2008-12-05,0.11,-2.03,1.86,-0.42,-0.7
2008-12-06,0.14,-2.02,1.86,-0.39,-0.66
2008-12-07,0.13,-2.03,1.85,-0.4,-0.66
2008-12-08,0.11,-2.03,1.84,-0.42,-0.68
2008-12-09,0.11,-2.04,1.83,-0.42,-0.69
2008-12-10,0.13,-2.02,1.88,-0.4,-0.67
2008-12-11,0.13,-2.03,1.87,-0.4,-0.67
2008-12-12,0.12,-2.03,1.86,-0.41,-0.68
2008-12-13,0.12,-2.04,1.86,-0.42,-0.69
2008-12-14,0.11,-2.04,1.86,-0.42,-0.69
2008-12-15,0.12,-2.04,1.86,-0.42,-0.68
2008-12-16,0.11,-2.05,1.85,-0.43,-0.69
2008-12-17,0.1,-2.05,1.84,-0.43,-0.71
2008-12-18,0.09,-2.06,1.86,-0.44,-0.71
2008-12-19,0.08,-2.08,1.85,-0.45,-0.71
2008-12-20,0.08,-2.08,1.84,-0.45,-0.72
2008-12-21,0.07,-2.08,1.84,-0.46,-0.73
2008-12-22,0.07,-2.08,1.84,-0.47,-0.74
2008-12-23,0.07,-2.09,1.84,-0.48,-0.75
2008-12-24,0.06,-2.1,1.83,-0.49,-0.76
2008-12-25,0.05,-2.11,1.83,-0.5,-0.77
2008-12-26,0.03,-2.12,1.81,-0.51,-0.78
2008-12-27,0.02,-2.13,1.8,-0.52,-0.79
2008-12-28,0.01,-2.14,1.8,-0.53,-0.8
2008-12-29,0.01,-2.15,1.79,-0.54,-0.81
2008-12-30,0,-2.16,1.78,-0.55,-0.82
2008-12-31,0,-2.18,1.77,-0.56,-0.83
2009-01-01,-0.02,-2.18,1.76,-0.57,-0.84
2009-01-02,-0.03,-2.19,1.76,-0.58,-0.85
2009-01-03,-0.04,-2.2,1.75,-0.59,-0.87
2009-01-04,-0.05,-2.21,1.75,-0.6,-0.88
2009-01-05,-0.06,-2.2,1.74,-0.61,-0.89
2009-01-06,-0.08,-2.23,1.73,-0.63,-0.9
2009-01-07,-0.09,-2.23,1.73,-0.64,-0.91
2009-01-08,-0.1,-2.24,1.72,-0.65,-0.92
2009-01-09,-0.11,-2.24,1.72,-0.65,-0.93
2009-01-10,-0.11,-2.24,1.74,-0.66,-0.93
2009-01-11,-0.11,-2.25,1.74,-0.67,-0.93
2009-01-12,-0.14,-2.26,1.73,-0.68,-0.95
2009-01-13,-0.15,-2.28,1.73,-0.73,-0.96
2009-01-14,-0.16,-2.28,1.72,-0.75,-0.97
2009-01-15,-0.17,-2.29,1.71,-0.76,-0.98
2009-01-16,-0.18,-2.3,1.71,-0.77,-1
2009-01-17,-0.2,-2.31,1.7,-0.78,-1.01
2009-01-18,-0.21,-2.33,1.7,-0.79,-1.02
2009-01-19,-0.21,-2.31,1.71,-0.79,-1.01
2009-01-20,-0.21,-2.33,1.71,-0.8,-1.02
2009-01-21,-0.22,-2.33,1.7,-0.81,-1.03
2009-01-22,-0.23,-2.33,1.71,-0.81,-1.04
2009-01-23,-0.23,-2.33,1.73,-0.81,-1.03
2009-01-24,-0.24,-2.34,1.73,-0.81,-1.04
2009-01-25,-0.26,-2.35,1.73,-0.82,-1.04
2009-01-26,-0.27,-2.36,1.71,-0.83,-1.06
2009-01-27,-0.28,-2.38,1.71,-0.84,-1.07
2009-01-28,-0.29,-2.38,1.7,-0.85,-1.09
2009-01-29,-0.29,-2.39,1.7,-0.86,-1.1
2009-01-30,-0.3,-2.39,1.69,-0.87,-1.11
2009-01-31,-0.27,-2.33,1.82,-0.79,-1.05
2009-02-01,-0.26,-2.31,1.83,-0.78,-1.05
2009-02-02,-0.27,-2.33,1.82,-0.78,-1.06
2009-02-03,-0.27,-2.33,1.81,-0.79,-1.06
2009-02-04,-0.27,-2.33,1.81,-0.79,-1.07
2009-02-05,-0.28,-2.34,1.8,-0.8,-1.08
2009-02-06,-0.28,-2.34,1.79,-0.81,-1.08
2009-02-07,-0.28,-2.35,1.78,-0.82,-1.09
2009-02-08,-0.29,-2.36,1.77,-0.83,-1.1
2009-02-09,-0.29,-2.38,1.77,-0.84,-1.11
2009-02-10,-0.3,-2.38,1.76,-0.84,-1.12
2009-02-11,-0.32,-2.38,1.75,-0.85,-1.13
2009-02-12,-0.32,-2.38,1.74,-0.86,-1.14
2009-02-13,-0.33,-2.4,1.74,-0.87,-1.15
2009-02-14,-0.32,-2.38,1.77,-0.85,-1.14
2009-02-15,-0.32,-2.39,1.76,-0.86,-1.14
2009-02-16,-0.32,-2.39,1.76,-0.87,-1.15
2009-02-17,-0.34,-2.4,1.74,-0.89,-1.15
2009-02-18,-0.34,-2.41,1.74,-0.9,-1.17
2009-02-19,-0.35,-2.43,1.73,-0.9,-1.18
2009-02-20,-0.35,-2.42,1.74,-0.88,-1.16
2009-02-21,-0.34,-2.43,1.76,-0.88,-1.16
2009-02-22,-0.34,-2.43,1.75,-0.89,-1.17
2009-02-23,-0.34,-2.43,1.76,-0.87,-1.15
2009-02-24,-0.34,-2.43,1.78,-0.87,-1.15
2009-02-25,-0.34,-2.43,1.77,-0.86,-1.15
2009-02-26,-0.33,-2.42,1.78,-0.86,-1.14
2009-02-27,-0.33,-2.43,1.77,-0.86,-1.15
2009-02-28,-0.32,-2.43,1.78,-0.86,-1.14
2009-03-01,-0.32,-2.43,1.77,-0.86,-1.14
2009-03-02,-0.32,-2.44,1.77,-0.86,-1.15
2009-03-03,-0.32,-2.44,1.76,-0.86,-1.16
2009-03-04,-0.31,-2.44,1.78,-0.85,-1.14
2009-03-05,-0.32,-2.44,1.77,-0.85,-1.15
2009-03-06,-0.3,-2.44,1.78,-0.81,-1.14
2009-03-07,-0.28,-2.42,1.84,-0.77,-1.1
2009-03-08,-0.27,-2.43,1.83,-0.76,-1.1
2009-03-09,-0.27,-2.43,1.83,-0.74,-1.1
2009-03-10,-0.26,-2.43,1.83,-0.73,-1.09
2009-03-11,-0.24,-2.43,1.81,-0.73,-1.09
2009-03-12,-0.24,-2.44,1.81,-0.73,-1.09
2009-03-13,-0.24,-2.44,1.8,-0.72,-1.09
2009-03-14,-0.2,-2.42,1.86,-0.62,-1
2009-03-15,-0.17,-2.42,1.88,-0.57,-0.98
2009-03-16,-0.15,-2.43,1.88,-0.55,-0.97
2009-03-17,-0.14,-2.43,1.86,-0.53,-0.96
2009-03-18,-0.11,-2.43,1.86,-0.53,-0.95
2009-03-19,-0.09,-2.43,1.85,-0.53,-0.95
2009-03-20,-0.09,-2.43,1.85,-0.52,-0.94
2009-03-21,-0.06,-2.43,1.84,-0.53,-0.93
2009-03-22,-0.05,-2.43,1.84,-0.51,-0.93
2009-03-23,-0.04,-2.43,1.87,-0.48,-0.87
2009-03-24,-0.02,-2.43,1.86,-0.49,-0.86
2009-03-25,-0.02,-2.43,1.85,-0.49,-0.86
2009-03-26,-0.02,-2.43,1.85,-0.49,-0.85
2009-03-27,-0.01,-2.44,1.84,-0.5,-0.85
2009-03-28,0,-2.45,1.83,-0.51,-0.85
2009-03-29,0,-2.45,1.82,-0.51,-0.85
2009-03-30,0,-2.45,1.82,-0.52,-0.86
2009-03-31,0,-2.46,1.81,-0.52,-0.86
2009-04-01,0,-2.46,1.81,-0.53,-0.86
2009-04-02,-0.01,-2.47,1.79,-0.54,-0.86
2009-04-03,0,-2.48,1.78,-0.55,-0.87
2009-04-04,-0.02,-2.48,1.78,-0.55,-0.87
2009-04-05,-0.03,-2.48,1.78,-0.56,-0.88
2009-04-06,-0.03,-2.49,1.77,-0.56,-0.88
2009-04-07,-0.03,-2.49,1.76,-0.57,-0.89
2009-04-08,-0.04,-2.5,1.75,-0.58,-0.89
2009-04-09,-0.04,-2.51,1.75,-0.59,-0.91
2009-04-10,-0.05,-2.51,1.74,-0.6,-0.91
2009-04-11,-0.05,-2.53,1.73,-0.61,-0.92
2009-04-12,-0.07,-2.53,1.73,-0.62,-0.92
2009-04-13,-0.08,-2.53,1.72,-0.63,-0.93
2009-04-14,-0.08,-2.54,1.72,-0.63,-0.93
2009-04-15,-0.06,-2.53,1.77,-0.59,-0.89
2009-04-16,-0.06,-2.54,1.77,-0.61,-0.89
2009-04-17,-0.08,-2.54,1.76,-0.61,-0.89
2009-04-18,-0.08,-2.54,1.75,-0.62,-0.9
2009-04-19,-0.09,-2.54,1.74,-0.63,-0.91
2009-04-20,-0.09,-2.55,1.73,-0.64,-0.92
2009-04-21,-0.1,-2.55,1.73,-0.63,-0.92
2009-04-22,-0.07,-2.54,1.78,-0.59,-0.87
2009-04-23,-0.08,-2.55,1.77,-0.6,-0.88
2009-04-24,-0.09,-2.55,1.76,-0.6,-0.87
2009-04-25,-0.09,-2.56,1.75,-0.57,-0.87
2009-04-26,-0.05,-2.53,1.83,-0.53,-0.81
2009-04-27,-0.05,-2.54,1.81,-0.52,-0.81
2009-04-28,-0.04,-2.54,1.8,-0.51,-0.81
2009-04-29,-0.04,-2.55,1.8,-0.51,-0.81
2009-04-30,-0.04,-2.56,1.78,0.51,-0.82
2009-05-01,-0.03,-2.56,1.77,-0.51,-0.82
2009-05-02,-0.03,-2.58,1.76,-0.52,-0.83
2009-05-03,-0.03,-2.59,1.76,-0.52,-0.83
2009-05-04,-0.03,-2.59,1.76,-0.53,-0.83
2009-05-05,-0.04,-2.59,1.74,-0.53,-0.84
2009-05-06,-0.02,-2.56,1.76,-0.51,-0.81
2009-05-07,0.01,-2.51,1.81,-0.47,-0.79
2009-05-08,0.08,-2.46,1.88,-0.42,-0.74
2009-05-09,0.14,-2.4,1.89,-0.37,-0.73
2009-05-10,0.19,-2.39,1.89,-0.33,-0.72
2009-05-11,0.21,-2.38,1.87,-0.3,-0.71
2009-05-12,0.24,-2.36,1.87,-0.28,-0.7
2009-05-13,0.25,-2.36,1.86,-0.27,-0.7
2009-05-14,0.27,-2.36,1.85,-0.26,-0.69
2009-05-15,0.28,-2.36,1.83,-0.26,-0.69
2009-05-16,0.29,-2.36,1.83,-0.26,-0.68
2009-05-17,0.29,-2.36,1.82,-0.25,-0.67
2009-05-18,0.3,-2.35,1.85,-0.23,-0.64
2009-05-19,0.31,-2.35,1.84,-0.23,-0.63
2009-05-20,0.31,-2.35,1.83,-0.24,-0.63
2009-05-21,0.31,-2.36,1.82,-0.24,-0.63
2009-05-22,0.3,-2.38,1.82,-0.25,-0.63
2009-05-23,0.3,-2.39,1.81,-0.26,-0.63
2009-05-24,0.3,-2.39,1.8,-0.25,-0.62
2009-05-25,0.32,-2.39,1.8,-0.26,-0.61
2009-05-26,0.31,-2.39,1.79,-0.26,-0.62
2009-05-27,0.31,-2.4,1.78,-0.27,-0.62
2009-05-28,0.3,-2.41,1.77,-0.27,-0.62
2009-05-29,0.33,-2.36,1.82,-0.24,-0.59
